Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
61	Spectrogram 1	1	11144.0	11147.0	0	12000.0	European Robin	eurrob1	0.6575	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	2.0
62	Spectrogram 1	1	11145.0	11148.0	0	12000.0	European Robin	eurrob1	0.7359	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	3.0
63	Spectrogram 1	1	11148.0	11151.0	0	12000.0	Eurasian Wren	winwre4	0.5704	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	6.0
64	Spectrogram 1	1	11153.0	11156.0	0	12000.0	European Robin	eurrob1	0.5844	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	11.0
65	Spectrogram 1	1	11154.0	11157.0	0	12000.0	European Robin	eurrob1	0.5531	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	12.0
66	Spectrogram 1	1	11155.0	11158.0	0	12000.0	European Robin	eurrob1	0.5439	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_040502.wav	13.0
67	Spectrogram 1	1	11430.0	11433.0	0	12000.0	European Goldfinch	eurgol	0.6972	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	3.0
68	Spectrogram 1	1	11437.0	11440.0	0	12000.0	European Goldfinch	eurgol	0.7861	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	10.0
69	Spectrogram 1	1	11438.0	11441.0	0	12000.0	European Goldfinch	eurgol	0.7108	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	11.0
70	Spectrogram 1	1	11440.0	11443.0	0	12000.0	European Goldfinch	eurgol	0.8036	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	13.0
71	Spectrogram 1	1	11443.0	11446.0	0	12000.0	European Goldfinch	eurgol	0.7475	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	16.0
72	Spectrogram 1	1	11444.0	11447.0	0	12000.0	European Goldfinch	eurgol	0.8349	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	17.0
73	Spectrogram 1	1	11445.0	11448.0	0	12000.0	European Goldfinch	eurgol	0.9366	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	18.0
74	Spectrogram 1	1	11446.0	11449.0	0	12000.0	European Goldfinch	eurgol	0.7945	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	19.0
75	Spectrogram 1	1	11448.0	11451.0	0	12000.0	European Goldfinch	eurgol	0.6569	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	21.0
76	Spectrogram 1	1	11449.0	11452.0	0	12000.0	European Goldfinch	eurgol	0.7026	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	22.0
77	Spectrogram 1	1	11450.0	11453.0	0	12000.0	European Goldfinch	eurgol	0.7905	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	23.0
78	Spectrogram 1	1	11451.0	11454.0	0	12000.0	European Goldfinch	eurgol	0.7362	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	24.0
79	Spectrogram 1	1	11456.0	11459.0	0	12000.0	European Goldfinch	eurgol	0.8113	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	29.0
80	Spectrogram 1	1	11457.0	11460.0	0	12000.0	European Goldfinch	eurgol	0.9182	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	30.0
81	Spectrogram 1	1	11458.0	11461.0	0	12000.0	European Goldfinch	eurgol	0.8833	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	31.0
82	Spectrogram 1	1	11459.0	11462.0	0	12000.0	European Goldfinch	eurgol	0.5247	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	32.0
83	Spectrogram 1	1	11482.0	11485.0	0	12000.0	European Goldfinch	eurgol	0.6215	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043002.wav	55.0
